Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA
282,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,23,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
283,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27,1994,28,26,2355,26.2,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.5,0.8
284,Jesse Lingard\810e3c74,eng ENG,FWMF,Manchester Utd,28,1992,16,2,367,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49,0.7,0.7,0.4,1.1
285,Valentino Livramento\afed6722,eng ENG,DF,Southampton,18,2002,28,25,2202,24.5,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,2.3,3.4
286,Diego Llorente\bba30585,es ESP,DF,Leeds United,27,1993,28,28,2340,26.0,3,0,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.1,1.4
287,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,34,1986,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5
288,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4
289,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
290,Ruben Loftus-Cheek\e97fd090,eng ENG,MFDF,Chelsea,25,1996,24,13,1394,15.5,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,1.9,3.1
291,Kevin Long\5a4280b1,ie IRL,DF,Burnley,30,1990,6,4,410,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
292,Shane Long\9f472354,ie IRL,FW,Southampton,34,1987,13,3,308,3.4,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,1.0,1.0,0.1,1.1
293,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,23,1997,24,15,1464,16.3,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,0.7,1.9
294,Ademola Lookman\7c104bb7,ng NGA,FWMF,Leicester City,23,1997,26,16,1453,16.1,6,0,6,0,0,2,0,0.37,0.00,0.37,0.37,0.37,5.1,5.1,1.9,6.9
295,Jonas Lössl\939bc634,dk DEN,GK,Brentford,32,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
296,Imran Louza\e1df6989,ma MAR,MF,Watford,22,1999,20,17,1416,15.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.0,2.1
297,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32,1989,25,20,1772,19.7,1,2,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,0.6,0.6,1.3,1.9
298,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23,1998,34,31,2715,30.2,2,3,2,0,0,7,0,0.07,0.10,0.17,0.07,0.17,2.0,2.0,2.5,4.5
299,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28,1993,26,16,1589,17.7,8,0,7,1,1,1,0,0.45,0.00,0.45,0.40,0.40,6.8,6.1,3.0,9.0
300,Lyanco\b5bf1770,br BRA,DF,Southampton,24,1997,15,9,911,10.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4
301,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,22,1998,33,22,2123,23.6,5,2,3,2,3,4,0,0.21,0.08,0.30,0.13,0.21,6.5,4.2,1.5,5.7
302,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,24,1996,35,28,2459,27.3,12,8,12,0,0,3,0,0.44,0.29,0.73,0.44,0.73,8.2,8.2,4.8,13.0
303,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28,1993,30,28,2515,27.9,1,0,1,0,0,9,1,0.04,0.00,0.04,0.04,0.04,1.7,1.7,0.2,1.9
304,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30,1991,28,15,1498,16.6,11,5,7,4,5,0,0,0.66,0.30,0.96,0.42,0.72,10.1,6.3,3.7,10.0
305,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,23,1997,8,2,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4
306,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29,1992,34,32,2819,31.3,16,2,16,0,0,5,0,0.51,0.06,0.57,0.51,0.57,16.7,16.7,4.4,21.1
307,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27,1994,19,15,1257,14.0,1,2,1,0,0,5,0,0.07,0.14,0.21,0.07,0.21,0.5,0.5,0.3,0.8
308,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32,1989,18,17,1449,16.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2
309,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27,1994,31,17,1746,19.4,0,2,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,1.5,1.5,2.7,4.3
310,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,27,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4
311,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,25,1995,8,2,212,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,0.4,0.4,0.1,0.6
312,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20,2001,29,21,1860,20.7,6,6,5,1,1,3,1,0.29,0.29,0.58,0.24,0.53,7.2,6.5,3.3,9.8
313,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,28,1992,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
314,Adam Masina\de0f152c,ma MAR,DF,Watford,27,1994,15,13,1077,12.0,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.7,1.1
315,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,27,1993,13,6,650,7.2,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,0.1,0.1,0.9,1.0
316,Juan Mata\29733c72,es ESP,MF,Manchester Utd,33,1988,7,2,235,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5
317,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24,1997,22,13,1145,12.7,5,1,5,0,0,2,0,0.39,0.08,0.47,0.39,0.47,5.5,5.5,1.3,6.8
318,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,32,1988,23,16,1382,15.4,0,4,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.8,1.9
319,Joël Matip\b217ef29,cm CMR,DF,Liverpool,29,1991,31,31,2790,31.0,3,3,3,0,0,2,0,0.10,0.10,0.19,0.10,0.19,3.1,3.1,1.2,4.3
320,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,24,1996,32,25,2276,25.3,8,2,7,1,2,7,0,0.32,0.08,0.40,0.28,0.36,7.7,6.2,2.2,8.4
321,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,21,1999,35,34,2905,32.3,4,7,3,1,1,4,0,0.12,0.22,0.34,0.09,0.31,9.7,9.0,3.6,12.5
322,James McArthur\cee31595,sct SCO,MF,Crystal Palace,33,1987,21,15,1439,16.0,0,3,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.3,0.3,1.0,1.4
323,James Mcatee\96593e89,eng ENG,MFFW,Manchester City,18,2002,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
324,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
325,Liam McCarron\076bb352,sct SCO,FW,Leeds United,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
326,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,31,1989,17,17,1530,17.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
327,John McGinn\90f91999,sct SCO,MF,Aston Villa,26,1994,35,35,3090,34.3,3,4,3,0,0,8,0,0.09,0.12,0.20,0.09,0.20,1.5,1.5,4.9,6.4
328,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,18,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
329,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,29,1992,31,29,2706,30.1,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,0.7,2.6
330,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,21,1999,38,35,3107,34.5,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,2.3,2.3,4.8,7.1
331,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,24,1996,30,28,2387,26.5,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,1.8,3.3
332,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,31,1989,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,0.1,1.9
333,Hannibal Mejbri\ca22ccb0,tn TUN,FW,Manchester Utd,18,2003,2,1,68,0.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
334,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27,1994,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3
335,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29,1992,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
336,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,29,1992,14,12,1032,11.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
337,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21,2000,38,38,3384,37.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
338,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30,1991,15,9,774,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0
339,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,35,1986,24,9,853,9.5,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,2.2,2.4
340,Yerry Mina\6d5701f2,co COL,DF,Everton,26,1994,13,11,846,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3
341,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,26,1995,11,1,186,2.1,3,0,3,0,0,1,0,1.45,0.00,1.45,1.45,1.45,1.8,1.8,0.5,2.3
342,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28,1993,36,35,3189,35.4,1,3,1,0,0,11,0,0.03,0.08,0.11,0.03,0.11,1.4,1.4,1.5,2.9
343,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,21,1999,36,35,3101,34.5,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.3,1.6
344,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22,1999,28,19,1701,18.9,0,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,2.4,2.4,1.7,4.1
345,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,24,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
346,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,18,2002,2,1,66,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
347,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,22,1999,32,27,2363,26.3,11,10,10,1,1,4,0,0.42,0.38,0.80,0.38,0.76,8.9,8.1,6.7,14.8
348,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,28,1992,34,19,1775,19.7,2,6,2,0,0,4,0,0.10,0.30,0.41,0.10,0.41,3.7,3.7,4.4,8.1
349,João Moutinho\f5a00fa4,pt POR,MF,Wolves,34,1986,35,34,2970,33.0,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,1.0,1.0,2.4,3.5
350,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,19,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
351,Jacob Murphy\de112b84,eng ENG,FWDF,Newcastle Utd,26,1995,33,13,1473,16.4,1,2,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,2.9,2.9,2.1,5.0
352,Enock Mwepu\1d5cab82,zm ZAM,MFFW,Brighton,23,1998,18,12,996,11.1,2,4,2,0,0,2,0,0.18,0.36,0.54,0.18,0.54,1.9,1.9,1.4,3.2
353,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22,1999,13,12,1055,11.7,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.8,0.8,0.8,1.6
354,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,27,1994,16,10,904,10.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
355,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,24,1996,19,18,1618,18.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0
356,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,24,1996,9,6,484,5.4,1,1,1,0,0,1,0,0.19,0.19,0.37,0.19,0.37,0.5,0.5,0.4,0.9
357,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,21,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1
358,Pedro Neto\7ba2eaa9,pt POR,FWMF,Wolves,21,2000,13,5,466,5.2,1,1,1,0,0,3,0,0.19,0.19,0.39,0.19,0.39,1.5,1.5,1.1,2.6
359,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,24,1997,33,31,2661,29.6,4,2,4,0,0,9,0,0.14,0.07,0.20,0.14,0.20,1.2,1.2,2.2,3.4
360,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,20,2000,16,9,903,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6
361,Saúl Ñíguez\c14bc029,es ESP,MFDF,Chelsea,26,1994,10,5,480,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5
362,Eddie Nketiah\a53649b7,eng ENG,FW,Arsenal,22,1999,21,8,835,9.3,5,1,5,0,0,3,0,0.54,0.11,0.65,0.54,0.65,4.6,4.6,1.4,6.1
363,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31,1990,3,2,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
364,Mark Noble\ff527768,eng ENG,MF,West Ham,34,1987,11,3,332,3.7,1,0,0,1,2,0,0,0.27,0.00,0.27,0.00,0.00,1.5,0.0,0.2,0.2
365,Mathias Normann\8996350d,no NOR,MF,Norwich City,25,1996,23,20,1645,18.3,1,2,1,0,0,6,0,0.05,0.11,0.16,0.05,0.16,0.9,0.9,1.8,2.8
366,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,27,1994,35,35,3054,33.9,3,4,3,0,0,8,0,0.09,0.12,0.21,0.09,0.21,3.2,3.2,3.1,6.3
367,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33,1988,11,11,921,10.2,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.0,0.3
368,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,19,2001,26,12,1141,12.7,2,5,2,0,0,4,0,0.16,0.39,0.55,0.16,0.55,1.4,1.4,3.4,4.8
369,Robin Olsen\e7ee38c3,se SWE,GK,Aston Villa,31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
370,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19,2002,5,4,382,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3
371,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,18,2003,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
372,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,23,1998,20,12,1045,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3
373,Divock Origi\43a166b4,be BEL,FW,Liverpool,26,1995,7,0,133,1.5,3,0,3,0,0,0,0,2.03,0.00,2.03,2.03,2.03,1.6,1.6,0.0,1.6
374,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,27,1993,17,9,785,8.7,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,1.2,1.2,0.9,2.1
375,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19,2002,4,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5
376,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,26,1994,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
377,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28,1993,24,23,2028,22.5,2,1,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,2.5,2.5,1.3,3.8
378,João Pedro\e8832875,br BRA,FWMF,Watford,19,2001,28,15,1644,18.3,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,4.2,4.2,2.6,6.8
379,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26,1995,20,5,696,7.7,1,2,1,0,0,0,0,0.13,0.26,0.39,0.13,0.39,2.9,2.9,1.7,4.6
380,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,27,1993,14,13,991,11.0,1,3,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,0.7,0.7,1.3,2.0
381,Ayoze Pérez\819aa8e7,es ESP,MFFW,Leicester City,28,1993,14,6,445,4.9,2,3,2,0,0,0,1,0.40,0.61,1.01,0.40,1.01,1.5,1.5,0.9,2.4
382,Sonny Perkins\87f12e30,eng ENG,FW,West Ham,17,2004,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
383,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,23,1997,20,18,1623,18.0,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.6,1.5
384,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,25,1995,20,18,1596,17.7,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.2,0.9
385,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
386,Jordan Pickford\4806ec67,eng ENG,GK,Everton,27,1994,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
387,Erik Pieters\1ef37668,nl NED,DF,Burnley,32,1988,12,8,730,8.1,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.8,1.0
388,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28,1993,32,32,2694,29.9,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,1.5,1.5,1.2,2.8
389,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,25,1995,26,15,1484,16.5,2,3,2,0,0,2,0,0.12,0.18,0.30,0.12,0.30,1.9,1.9,3.8,5.8
390,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,28,1993,20,16,1349,15.0,1,9,1,0,0,7,1,0.07,0.60,0.67,0.07,0.67,2.4,2.4,3.5,6.0
391,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2
392,Isaac Price\b9403c99,nir NIR,MF,Everton,17,2003,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
393,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31,1990,37,37,3253,36.1,11,3,8,3,3,4,0,0.30,0.08,0.39,0.22,0.30,11.5,9.2,2.8,12.0
394,Christian Pulisic\1bf33a9a,us USA,MFFW,Chelsea,22,1998,22,13,1290,14.3,6,2,6,0,0,2,0,0.42,0.14,0.56,0.42,0.56,5.1,5.1,1.2,6.3
395,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,23,1998,12,6,504,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.3
396,Jesuran Rak Sakyi\45685411,eng ENG,FWMF,Crystal Palace,18,2002,2,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
397,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23,1998,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
398,Jacob Ramsey\1544f145,eng ENG,MF,Aston Villa,20,2001,34,29,2467,27.4,6,1,6,0,0,6,0,0.22,0.04,0.26,0.22,0.26,3.8,3.8,2.0,5.8
399,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,23,1997,25,13,1235,13.7,4,2,4,0,0,2,0,0.29,0.15,0.44,0.29,0.44,2.4,2.4,2.0,4.4
400,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25,1996,31,25,2229,24.8,1,2,1,0,0,0,0,0.04,0.08,0.12,0.04,0.12,2.7,2.7,2.6,5.3
401,David Raya\98ea5115,es ESP,GK,Brentford,25,1995,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
402,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,27,1994,27,20,1833,20.4,1,5,1,0,0,0,0,0.05,0.25,0.29,0.05,0.29,1.9,1.9,4.3,6.3
403,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,24,1996,25,22,1916,21.3,2,3,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,3.0,3.0,4.0,7.0
404,Declan Rice\1c7012b8,eng ENG,MF,West Ham,22,1999,36,35,3179,35.3,1,4,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,1.1,1.1,2.0,3.0
405,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
406,Richarlison\fa031b34,br BRA,FWMF,Everton,24,1997,30,28,2523,28.0,10,5,7,3,3,9,0,0.36,0.18,0.54,0.25,0.43,10.2,7.9,2.4,10.3
407,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,24,1996,3,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
408,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,31,1989,18,14,1337,14.9,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.6,2.1
409,Connor Roberts\24fae784,wls WAL,DF,Burnley,25,1995,21,19,1692,18.8,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.2,0.2,1.1,1.3
410,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,22,1999,23,7,987,11.0,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.2,3.7
411,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,27,1994,29,29,2537,28.2,3,10,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46,1.9,1.9,5.2,7.0
412,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,23,1997,3,0,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
413,Rodri\6434f10d,es ESP,MF,Manchester City,25,1996,33,33,2884,32.0,7,2,7,0,0,5,0,0.22,0.06,0.28,0.22,0.28,2.7,2.7,1.4,4.1
414,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,30,1991,31,27,2265,25.2,6,1,5,1,1,9,0,0.24,0.04,0.28,0.20,0.24,4.9,4.1,4.6,8.8
415,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32,1989,29,13,1382,15.4,2,2,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,4.7,4.7,1.9,6.6
416,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22,1999,21,12,1240,13.8,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.3,0.3,0.9,1.2
417,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23,1998,22,21,1844,20.5,1,0,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.5,1.1
418,Oriol Romeu\4b511457,es ESP,MF,Southampton,29,1991,36,34,2889,32.1,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,2.8,4.1
419,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,36,1985,30,27,2456,27.3,18,3,15,3,3,8,0,0.66,0.11,0.77,0.55,0.66,16.5,14.2,3.1,17.3
420,Salomón Rondón\b318a643,ve VEN,FW,Everton,31,1989,20,8,790,8.8,1,1,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,2.2,2.2,0.7,2.9
421,Danny Rose\89d10e53,eng ENG,DF,Watford,31,1990,8,7,689,7.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.9
422,Jon Rowe\8c12f884,eng ENG,FWMF,Norwich City,18,2003,13,0,223,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.4,0.4,0.3,0.7
